timestamps,PRESSURE_TANK,FLOW_PUMP1,FLOW_PUMP2,STATUS_PUMP1,STATUS_PUMP2,Attack#01,Attack#02
22:50.7,4.167547031,0.092820083,0.092837984,1,1,,
22:50.7,4.201828538,0.092561821,0.092579648,1,1,,
22:50.7,4.231686574,0.092529601,0.092547418,1,1,,
22:50.8,4.261469224,0.092497453,0.092515261,1,1,,
22:50.8,4.291176659,0.092465379,0.092483178,1,1,,
22:50.8,4.320809051,0.093347844,0.093365897,1,1,,
22:50.8,4.323652736,0.093344715,0.093362767,1,1,,
22:50.9,4.326489101,0.093341593,0.093359645,1,1,,
22:50.9,4.329318162,0.09333848,0.093356531,1,1,,
22:51.0,4.332139939,0.095139921,0.095158495,1,1,,
22:51.0,4.297180505,0.095178094,0.095196679,1,1,,
22:51.1,4.262310383,0.09521616,0.095234756,1,1,,
22:51.2,4.227529325,0.095254121,0.095272728,1,1,,
22:51.2,4.192837083,0.09565919,0.095677915,1,1,,
22:51.2,4.135042856,0.09572142,0.095740164,1,1,,
22:51.2,4.077394228,0.095783471,0.095802234,1,1,,
22:51.3,4.019890781,0.095845344,0.095864124,1,1,,
22:51.3,3.962532096,0.094682702,0.094701142,1,1,,
22:51.3,3.92517486,0.09472294,0.094741392,1,1,,
22:51.4,3.887911769,0.094763068,0.094781532,1,1,,
22:51.4,3.850742565,0.094803085,0.094821561,1,1,,
22:51.4,3.813666988,0.094403109,0.094421468,1,1,,
22:51.5,3.782709756,0.094436495,0.094454864,1,1,,
22:51.5,3.751830637,0.09446979,0.094488169,1,1,,
22:51.6,3.721029419,0.094502996,0.094521384,1,1,,
22:51.6,3.690305891,0.093454597,0.093472681,1,1,,
22:51.6,3.700877431,0.093443123,0.093461204,1,1,,
22:51.7,3.711422124,0.093431677,0.093449754,1,1,,
22:51.7,3.721940038,0.093420259,0.093438333,1,1,,
22:51.8,3.732431236,0.093208306,0.093226319,1,1,,
22:51.8,3.754817915,0.093184135,0.093202141,1,1,,
22:51.8,3.777148042,0.093160021,0.09317802,1,1,,
22:51.9,3.799421748,0.093135963,0.093153955,1,1,,
22:51.9,3.821639167,0.094329509,0.094347847,1,1,,
22:52.0,3.802637114,0.094350097,0.094368441,1,1,,
22:52.0,3.78368323,0.09437063,0.09438898,1,1,,
22:52.0,3.764777387,0.094391108,0.094409464,1,1,,
22:52.1,3.745919458,0.093953888,0.093972117,1,1,,
22:52.1,3.763319638,0.093935101,0.093953325,1,1,,
22:52.1,3.780675865,0.09391636,0.093934578,1,1,,
22:52.2,3.797988241,0.093897663,0.093915875,1,1,,
22:52.2,3.815256872,0.09111112,0.091128531,1,1,,
22:52.3,3.905977625,0.091016419,0.091033802,1,1,,
22:52.3,3.996476807,0.090921884,0.090939241,1,1,,
22:52.3,4.086754808,0.090827516,0.090844846,1,1,,
22:52.4,4.176812019,0.090359821,0.090377017,1,1,,
22:52.4,4.272578407,0.090259806,0.090276974,1,1,,
22:52.4,4.368110792,0.090159964,0.090177104,1,1,,
22:52.4,4.46340958,0.090060294,0.090077405,1,1,,
22:52.4,4.500062648,0.111795531,0,1,0,,
22:52.5,4.509357777,0.112093348,0,1,0,,
22:52.5,4.516839323,0.112082536,0,1,0,,
22:52.6,4.524308222,0.112071741,0,1,0,,
22:52.6,4.531764495,0.112060964,0,1,0,,
22:52.6,4.539208162,0.113043861,0,1,0,,
22:52.7,4.509267762,0.113086963,0,1,0,,
22:52.7,4.479377778,0.113129985,0,1,0,,
22:52.7,4.449538115,0.113172928,0,1,0,,
22:52.8,4.41974868,0.11403164,0,1,0,,
22:52.8,4.362946618,0.114112842,0,1,0,,
22:52.8,4.306239536,0.114193882,0,1,0,,
22:52.8,4.249627244,0.114274761,0,1,0,,
22:52.9,4.193109554,0.11389249,0,1,0,,
22:52.9,4.145828478,0.11396006,0,1,0,,
22:52.9,4.098626436,0.114027499,0,1,0,,
22:52.9,4.051503276,0.114094807,0,1,0,,
22:53.0,4.004458844,0.114339911,0,1,0,,
22:53.0,3.953457357,0.114412678,0,1,0,,
22:53.0,3.902540982,0.114485303,0,1,0,,
22:53.1,3.851709556,0.114557786,0,1,0,,
22:53.1,3.800962911,0.113719016,0,1,0,,
22:53.1,3.769719971,0.113763646,0,1,0,,
22:53.2,3.738529233,0.113808193,0,1,0,,
22:53.2,3.707390602,0.113852659,0,1,0,,
22:53.3,3.67630398,0.116522674,0,1,0,,
22:53.3,3.568400777,0.116675843,0,1,0,,
22:53.3,3.46067673,0.116828665,0,1,0,,
22:53.4,3.353131435,0.116981142,0,1,0,,
22:53.4,3.245764488,0.116597065,0,1,0,,
22:53.5,3.137688499,0.116750615,0,1,0,,
22:53.5,3.029792114,0.116903809,0,1,0,,
22:53.5,2.922074915,0.11705665,0,1,0,,
22:53.6,2.81453649,0.116664987,0,1,0,,
22:53.6,2.721991632,0.116796718,0,1,0,,
22:53.7,2.629600856,0.11692818,0,1,0,,
22:53.7,2.537363848,0.117059373,0,1,0,,
22:53.7,2.445280292,0.115806121,0,1,0,,
22:53.8,2.397815036,0.115874102,0,1,0,,
22:53.8,2.350429294,0.11594195,0,1,0,,
22:53.9,2.303122913,0.116009667,0,1,0,,
22:53.9,2.255895737,0.115724824,0,1,0,,
22:53.9,2.217570079,0.115779752,0,1,0,,
22:54.0,2.179308667,0.115834576,0,1,0,,
22:54.0,2.141111382,0.115889296,0,1,0,,
22:54.1,2.102978102,0.115962091,0,1,0,,
22:54.1,2.060748927,0.116022415,0,1,0,,
22:54.1,2.018590311,0.116082624,0,1,0,,
22:54.2,1.97650212,0.116142718,0,1,0,,
22:54.2,1.934484219,0.116221498,0,1,0,,
22:54.3,1.915018897,0.116249401,0,1,0,,
22:54.3,1.895586213,0.116277254,0,1,0,,
22:54.4,1.876186109,0.116305058,0,1,0,,
22:54.4,1.856818525,0.116358015,0,1,0,,
22:54.5,1.857465135,0.116357084,0,1,0,,
22:54.5,1.858110655,0.116356153,0,1,0,,
22:54.5,1.858755086,0.116355225,0,1,0,,
22:54.6,1.859398431,0.117352044,0,1,0,,
22:54.6,1.800213876,0.11743623,0,1,0,,
22:54.7,1.74112779,0.117520248,0,1,0,,
22:54.8,1.682139978,0.1176041,0,1,0,,
22:54.8,1.623250244,0.119222669,0,1,0,,
22:54.9,1.528161438,0.119356705,0,1,0,,
22:54.9,1.43322941,0.11949045,0,1,0,,
22:54.9,1.338453821,0.119623907,0,1,0,,
22:55.0,1.243834331,0.119106382,0,1,0,,
22:55.0,1.158917857,0.119225393,0,1,0,,
22:55.1,1.074140587,0.119344155,0,1,0,,
22:55.1,0.999940961,0.096875657,0.09689474,1,1,,
22:55.2,1.000238923,0.09687534,0.096894423,1,1,,
22:55.2,1.002654088,0.09738869,0.097407924,1,1,,
22:55.2,0.99045906,0.09740164,0.097420878,1,1,,
22:55.3,0.978294333,0.097414558,0.0974338,1,1,,
22:55.3,0.966159829,0.097427443,0.097446688,1,1,,
22:55.4,0.954055471,0.097583802,0.097603094,1,1,,
22:55.4,0.937426339,0.097601433,0.09762073,1,1,,
22:55.5,0.920838458,0.097619019,0.097638321,1,1,,
22:55.5,0.904291722,0.097636559,0.097655867,1,1,,
22:55.6,0.887786024,0.097452537,0.09747179,1,1,,
22:55.7,0.873907148,0.097467262,0.097486519,1,1,,
22:55.7,0.860062721,0.097481948,0.09750121,1,1,,
22:55.8,0.846252657,0.097496597,0.097515863,1,1,,
22:55.8,0.832476866,0.097483738,0.097503,1,1,,
22:55.9,0.817759957,0.097499345,0.097518612,1,1,,
22:55.9,0.803079563,0.097514912,0.097534184,1,1,,
22:56.0,0.788435592,0.09753044,0.097549716,1,1,,
22:56.1,0.77382795,0.097573097,0.097592386,1,1,,
22:56.1,0.770809796,0.097576321,0.09759561,1,1,,
22:56.2,0.767799183,0.097579536,0.097598826,1,1,,
22:56.2,0.764796093,0.097582743,0.097602034,1,1,,
22:56.3,0.761800506,0.097170392,0.097189562,1,1,,
22:56.3,0.79148836,0.097139044,0.097158204,1,1,,
22:56.4,0.821102868,0.097107765,0.097126917,1,1,,
22:56.4,0.850644195,0.097076557,0.097095699,1,1,,
22:56.5,0.880112504,0.097015486,0.09703461,1,1,,
22:56.5,0.904375547,0.096989808,0.097008925,1,1,,
22:56.6,0.928578512,0.096964189,0.096983298,1,1,,
22:56.6,0.952721535,0.096938628,0.09695773,1,1,,
22:56.7,0.976804755,0.096727815,0.096746855,1,1,,
22:56.7,1.005183076,0.096697831,0.096716862,1,1,,
22:56.8,1.033491244,0.096667915,0.096686937,1,1,,
22:56.8,1.061729416,0.096638066,0.096657079,1,1,,
22:56.9,1.089897752,0.097161032,0.097180199,1,1,,
22:56.9,1.106935672,0.097142899,0.097162061,1,1,,
22:56.9,1.123931167,0.097124809,0.097143965,1,1,,
22:57.0,1.140884337,0.097106762,0.097125912,1,1,,
22:57.0,1.157795281,0.097575049,0.097594338,1,1,,
22:57.1,1.149779012,0.097583617,0.097602909,1,1,,
22:57.1,1.141782791,0.097592164,0.097611458,1,1,,
22:57.2,1.133806566,0.097600689,0.097619985,1,1,,
22:57.2,1.125850286,0.098442378,0.098461924,1,1,,
22:57.2,1.088820276,0.098481476,0.098501034,1,1,,
22:57.3,1.051881743,0.098520469,0.098540038,1,1,,
22:57.3,1.015034441,0.098559357,0.098578938,1,1,,
22:57.4,0.978278125,0.098609458,0.098629054,1,1,,
22:57.4,0.941082874,0.098648695,0.098668303,1,1,,
22:57.5,0.903979424,0.098687827,0.098707446,1,1,,
22:57.5,0.866967531,0.098726854,0.098746484,1,1,,
22:57.6,0.830046947,0.09802866,0.098048083,1,1,,
22:57.6,0.807504219,0.098052503,0.098071933,1,1,,
22:57.7,0.785017276,0.098076284,0.098095721,1,1,,
22:57.7,0.762585973,0.098100003,0.098119447,1,1,,
22:57.8,0.740210165,0.097961624,0.097981027,1,1,,
22:57.8,0.721083954,0.097981871,0.09800128,1,1,,
22:57.9,0.702005115,0.098002066,0.098021481,1,1,,
22:58.0,0.682973525,0.098022208,0.09804163,1,1,,
22:58.0,0.663989063,0.096691766,0.096710794,1,1,,
22:58.1,0.674115866,0.096681059,0.096700085,1,1,,
22:58.1,0.68421762,0.096670379,0.096689401,1,1,,
22:58.2,0.694294385,0.096659724,0.096678743,1,1,,
22:58.3,0.70434622,0.096493556,0.096512527,1,1,,
22:58.3,0.7233257,0.096473556,0.09649252,1,1,,
22:58.4,0.742258385,0.096453602,0.09647256,1,1,,
22:58.4,0.761144384,0.096433694,0.096452646,1,1,,
22:58.5,0.779983804,0.095047689,0.095066236,1,1,,
22:58.5,0.860418106,0.094964659,0.094983182,1,1,,
22:58.6,0.940658145,0.094881781,0.09490028,1,1,,
22:58.7,1.020704276,0.094799055,0.09481753,1,1,,
22:58.7,1.100556854,0.095215518,0.095234114,1,1,,
22:58.8,1.166646891,0.095146624,0.0951652,1,1,,
22:58.8,1.232575737,0.095077864,0.09509642,1,1,,
22:58.8,1.298343707,0.095009238,0.095027774,1,1,,
22:58.9,1.363951112,0.095425133,0.09544379,1,1,,
22:58.9,1.407117658,0.095379749,0.095398393,1,1,,
22:59.0,1.45017802,0.095334463,0.095353093,1,1,,
22:59.0,1.493132426,0.095289273,0.09530789,1,1,,
22:59.1,1.535981102,0.094214363,0.094232667,1,1,,
22:59.1,1.60985504,0.094137813,0.094156095,1,1,,
22:59.2,1.683549875,0.094061406,0.094079666,1,1,,
22:59.2,1.757065943,0.093985144,0.094003382,1,1,,
22:59.3,1.830403582,0.091220065,0.091237507,1,1,,
22:59.3,1.977357534,0.091070537,0.091087936,1,1,,
22:59.4,2.123961639,0.09092121,0.090938566,1,1,,
22:59.4,2.270216366,0.090772083,0.090789397,1,1,,
22:59.4,2.416122185,0.09158108,0.091598625,1,1,,
22:59.5,2.535778777,0.091458178,0.091475688,1,1,,
22:59.5,2.655147819,0.091335466,0.091352941,1,1,,
22:59.6,2.774229755,0.091212943,0.091230383,1,1,,
22:59.6,2.893025027,0.093502677,0.093520775,1,1,,
22:59.7,2.936735508,0.093456774,0.093474859,1,1,,
22:59.7,2.98033859,0.093410968,0.09342904,1,1,,
22:59.7,3.023834502,0.09336526,0.093383318,1,1,,
22:59.9,3.067223471,0.093417315,0.093435388,1,1,,
22:59.9,3.108901692,0.09337345,0.093391511,1,1,,
23:00.0,3.150477284,0.09332968,0.093347728,1,1,,
23:00.0,3.191950468,0.093286004,0.093304039,1,1,,
23:00.0,3.233321462,0.092430534,0.092448323,1,1,,
23:00.1,3.289039892,0.092372212,0.092389984,1,1,,
23:00.1,3.344621866,0.092314008,0.092331764,1,1,,
23:00.2,3.400067662,0.092255922,0.092273661,1,1,,
23:00.2,3.455377555,0.092740222,0.0927581,1,1,,
23:00.3,3.501664063,0.092691481,0.092709344,1,1,,
23:00.3,3.547836532,0.092642842,0.092660692,1,1,,
23:00.3,3.593895203,0.092594306,0.092612142,1,1,,
23:00.4,3.639840315,0.092395934,0.092413713,1,1,,
23:00.4,3.688599495,0.092344582,0.092362346,1,1,,
23:00.5,3.737238528,0.092293337,0.092311087,1,1,,
23:00.5,3.785757665,0.0922422,0.092259934,1,1,,
23:00.6,3.834157156,0.091091825,0.09110923,1,1,,
23:00.6,3.901995962,0.091020878,0.091038263,1,1,,
23:00.7,3.969668775,0.090950068,0.090967432,1,1,,
23:00.7,4.037175916,0.090879395,0.090896739,1,1,,
23:00.7,4.104517705,0.09463817,0.094656598,1,1,,
23:00.7,4.050531983,0.094696418,0.094714863,1,1,,
23:00.8,3.996682542,0.094754499,0.094772961,1,1,,
23:00.8,3.942968993,0.094812414,0.094830892,1,1,,
23:00.9,3.889390946,0.094268815,0.094287136,1,1,,
23:00.9,3.873099767,0.094286613,0.094304939,1,1,,
23:01.0,3.856850229,0.094304364,0.094322694,1,1,,
23:01.0,3.840642222,0.094322067,0.094340403,1,1,,
23:01.0,3.824475634,0.094270409,0.09428873,1,1,,
23:01.1,3.833720022,0.094260266,0.094278584,1,1,,
23:01.1,3.842940677,0.094250148,0.094268462,1,1,,
23:01.2,3.852137658,0.094240054,0.094258366,1,1,,
23:01.2,3.861311025,0.093791614,0.093809796,1,1,,
23:01.3,3.888437125,0.093762116,0.093780289,1,1,,
23:01.3,3.915494208,0.093732686,0.09375085,1,1,,
23:01.4,3.942482434,0.093703324,0.09372148,1,1,,
23:01.4,3.969401963,0.094835079,0.094853564,1,1,,
23:01.5,3.949977369,0.094856316,0.094874807,1,1,,
23:01.5,3.930602462,0.094877496,0.094895993,1,1,,
23:01.5,3.911277109,0.094898619,0.094917122,1,1,,
23:01.6,3.892001178,0.094649527,0.094667958,1,1,,
23:01.6,3.866535206,0.09467708,0.094695519,1,1,,
23:01.7,3.8411337,0.094704559,0.094723006,1,1,,
23:01.7,3.815796487,0.094731965,0.09475042,1,1,,
23:01.8,3.790523393,0.09553363,0.095552319,1,1,,
23:01.8,3.739107158,0.095588822,0.095607527,1,1,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
